1,1,1,"Mike","320303197208083283",1
2,2,1,"Mike","320303197208083283",1
3,3,1,"Mike","320303197208083283",1
4,4,1,"Mike","320303197208083283",1
5,5,1,"Mike","320303197208083283",1
6,1,2,"Mike","320303197208083283",2
7,2,2,"Mike","320303197208083283",2
8,3,2,"Mike","320303197208083283",2
9,4,2,"Mike","320303197208083283",2
10,5,2,"Mike","320303197208083283",2
11,1,3,"Mike","320303197208083283",3
12,2,3,"Mike","320303197208083283",3
13,3,3,"Mike","320303197208083283",3
14,4,3,"Mike","320303197208083283",3
15,5,3,"Mike","320303197208083283",3
16,1,4,"Mike","320303197208083283",4
17,2,4,"Mike","320303197208083283",4
18,3,4,"Mike","320303197208083283",4
19,4,4,"Mike","320303197208083283",4
20,5,4,"Mike","320303197208083283",4
21,1,5,"Mike","320303197208083283",5
22,2,5,"Mike","320303197208083283",5
23,3,5,"Mike","320303197208083283",5
24,4,5,"Mike","320303197208083283",5
25,5,5,"Mike","320303197208083283",5
26,1,6,"Mike","320303197208083283",6
27,2,6,"Mike","320303197208083283",6
28,3,6,"Mike","320303197208083283",6
29,4,6,"Mike","320303197208083283",6
30,5,6,"Mike","320303197208083283",6
31,1,7,"Mike","320303197208083283",7
32,2,7,"Mike","320303197208083283",7
33,3,7,"Mike","320303197208083283",7
34,4,7,"Mike","320303197208083283",7
35,5,7,"Mike","320303197208083283",7
36,1,8,"Mike","320303197208083283",8
37,2,8,"Mike","320303197208083283",8
38,3,8,"Mike","320303197208083283",8
39,4,8,"Mike","320303197208083283",8
40,5,8,"Mike","320303197208083283",8
41,1,9,"Mike","320303197208083283",9
42,2,9,"Mike","320303197208083283",9
43,3,9,"Mike","320303197208083283",9
44,4,9,"Mike","320303197208083283",9
45,5,9,"Mike","320303197208083283",9
46,1,10,"Mike","320303197208083283",10
47,2,10,"Mike","320303197208083283",10
48,3,10,"Mike","320303197208083283",10
49,4,10,"Mike","320303197208083283",10
50,5,10,"Mike","320303197208083283",10
51,1,11,"Jane","320106195609013289",1
52,2,11,"Jane","320106195609013289",1
53,3,11,"Jane","320106195609013289",1
54,4,11,"Jane","320106195609013289",1
55,5,11,"Jane","320106195609013289",1
56,1,12,"Jane","320106195609013289",2
57,2,12,"Jane","320106195609013289",2
58,3,12,"Jane","320106195609013289",2
59,4,12,"Jane","320106195609013289",2
60,5,12,"Jane","320106195609013289",2
61,1,13,"Jane","320106195609013289",3
62,2,13,"Jane","320106195609013289",3
63,3,13,"Jane","320106195609013289",3
64,4,13,"Jane","320106195609013289",3
65,5,13,"Jane","320106195609013289",3
66,1,14,"Jane","320106195609013289",4
67,2,14,"Jane","320106195609013289",4
68,3,14,"Jane","320106195609013289",4
69,4,14,"Jane","320106195609013289",4
70,5,14,"Jane","320106195609013289",4
71,1,15,"Jane","320106195609013289",5
72,2,15,"Jane","320106195609013289",5
73,3,15,"Jane","320106195609013289",5
74,4,15,"Jane","320106195609013289",5
75,5,15,"Jane","320106195609013289",5
76,1,16,"Jane","320106195609013289",6
77,2,16,"Jane","320106195609013289",6
78,3,16,"Jane","320106195609013289",6
79,4,16,"Jane","320106195609013289",6
80,5,16,"Jane","320106195609013289",6
81,1,17,"Jane","320106195609013289",7
82,2,17,"Jane","320106195609013289",7
83,3,17,"Jane","320106195609013289",7
84,4,17,"Jane","320106195609013289",7
85,5,17,"Jane","320106195609013289",7
86,1,18,"Jane","320106195609013289",8
87,2,18,"Jane","320106195609013289",8
88,3,18,"Jane","320106195609013289",8
89,4,18,"Jane","320106195609013289",8
90,5,18,"Jane","320106195609013289",8
91,1,19,"Jane","320106195609013289",9
92,2,19,"Jane","320106195609013289",9
93,3,19,"Jane","320106195609013289",9
94,4,19,"Jane","320106195609013289",9
95,5,19,"Jane","320106195609013289",9
96,1,20,"Jane","320106195609013289",10
97,2,20,"Jane","320106195609013289",10
98,3,20,"Jane","320106195609013289",10
99,4,20,"Jane","320106195609013289",10
100,5,20,"Jane","320106195609013289",10
101,1,21,"Brown","124873197803032093",1
102,2,21,"Brown","124873197803032093",1
103,3,21,"Brown","124873197803032093",1
104,4,21,"Brown","124873197803032093",1
105,5,21,"Brown","124873197803032093",1
106,1,22,"Brown","124873197803032093",2
107,2,22,"Brown","124873197803032093",2
108,3,22,"Brown","124873197803032093",2
109,4,22,"Brown","124873197803032093",2
110,5,22,"Brown","124873197803032093",2
111,1,23,"Brown","124873197803032093",3
112,2,23,"Brown","124873197803032093",3
113,3,23,"Brown","124873197803032093",3
114,4,23,"Brown","124873197803032093",3
115,5,23,"Brown","124873197803032093",3
116,1,24,"Brown","124873197803032093",4
117,2,24,"Brown","124873197803032093",4
118,3,24,"Brown","124873197803032093",4
119,4,24,"Brown","124873197803032093",4
120,5,24,"Brown","124873197803032093",4
121,1,25,"Brown","124873197803032093",5
122,2,25,"Brown","124873197803032093",5
123,3,25,"Brown","124873197803032093",5
124,4,25,"Brown","124873197803032093",5
125,5,25,"Brown","124873197803032093",5
126,1,26,"Brown","124873197803032093",6
127,2,26,"Brown","124873197803032093",6
128,3,26,"Brown","124873197803032093",6
129,4,26,"Brown","124873197803032093",6
130,5,26,"Brown","124873197803032093",6
131,1,27,"Brown","124873197803032093",7
132,2,27,"Brown","124873197803032093",7
133,3,27,"Brown","124873197803032093",7
134,4,27,"Brown","124873197803032093",7
135,5,27,"Brown","124873197803032093",7
136,1,28,"Brown","124873197803032093",8
137,2,28,"Brown","124873197803032093",8
138,3,28,"Brown","124873197803032093",8
139,4,28,"Brown","124873197803032093",8
140,5,28,"Brown","124873197803032093",8
141,1,29,"Brown","124873197803032093",9
142,2,29,"Brown","124873197803032093",9
143,3,29,"Brown","124873197803032093",9
144,4,29,"Brown","124873197803032093",9
145,5,29,"Brown","124873197803032093",9
146,1,30,"Brown","124873197803032093",10
147,2,30,"Brown","124873197803032093",10
148,3,30,"Brown","124873197803032093",10
149,4,30,"Brown","124873197803032093",10
150,5,30,"Brown","124873197803032093",10
151,1,31,"SuHai","283982198808082882",1
152,2,31,"SuHai","283982198808082882",1
153,3,31,"SuHai","283982198808082882",1
154,4,31,"SuHai","283982198808082882",1
155,5,31,"SuHai","283982198808082882",1
156,1,32,"SuHai","283982198808082882",2
157,2,32,"SuHai","283982198808082882",2
158,3,32,"SuHai","283982198808082882",2
159,4,32,"SuHai","283982198808082882",2
160,5,32,"SuHai","283982198808082882",2
161,1,33,"SuHai","283982198808082882",3
162,2,33,"SuHai","283982198808082882",3
163,3,33,"SuHai","283982198808082882",3
164,4,33,"SuHai","283982198808082882",3
165,5,33,"SuHai","283982198808082882",3
166,1,34,"SuHai","283982198808082882",4
167,2,34,"SuHai","283982198808082882",4
168,3,34,"SuHai","283982198808082882",4
169,4,34,"SuHai","283982198808082882",4
170,5,34,"SuHai","283982198808082882",4
171,1,35,"SuHai","283982198808082882",5
172,2,35,"SuHai","283982198808082882",5
173,3,35,"SuHai","283982198808082882",5
174,4,35,"SuHai","283982198808082882",5
